,Area (SQFT),Unit Price ($ PSF),Floor,Remaining Tenure,Is Freehold,walk_distance,Condo_Apartment,Landed,East Region,North East Region,North Region,West Region,Resale,Sub Sale
2722,527.44,2492,9,97,0,572.0,1,0,0,0,0,0,0,0
2723,452.09,2599,6,97,0,538.0,1,0,0,0,0,0,0,0
2724,484.38,2344,5,97,0,572.0,1,0,0,0,0,0,0,0
2725,785.77,2127,40,94,0,619.0,1,0,0,0,0,0,0,0
2726,495.14,2599,6,97,0,538.0,1,0,0,0,0,0,0,0
2727,721.19,2271,5,97,0,496.0,1,0,0,0,0,0,0,0
2728,409.03,2550,5,97,0,538.0,1,0,0,0,0,0,0,0
2729,495.14,2369,3,97,0,538.0,1,0,0,0,0,0,0,0
2730,635.08,2158,4,97,0,496.0,1,0,0,0,0,0,0,0
2731,635.08,2177,6,97,0,496.0,1,0,0,0,0,0,0,0
2732,592.02,2454,11,97,0,496.0,1,0,0,0,0,0,0,0
2733,850.36,1379,9,96,0,1556.0,1,0,1,0,0,0,0,0
2734,441.32,2821,15,97,0,458.0,1,0,0,0,0,0,0,0
2735,570.49,2336,20,97,0,458.0,1,0,0,0,0,0,0,0
2736,430.56,2482,11,97,0,458.0,1,0,0,0,0,0,0,0
2737,409.03,2630,6,97,0,538.0,1,0,0,0,0,0,0,0
2738,409.03,2550,5,97,0,538.0,1,0,0,0,0,0,0,0
2739,409.03,2500,4,97,0,538.0,1,0,0,0,0,0,0,0
2740,559.73,2287,20,97,0,458.0,1,0,0,0,0,0,0,0
2741,667.37,2157,7,97,0,458.0,1,0,0,0,0,0,0,0
2742,635.08,2394,9,97,0,572.0,1,0,0,0,0,0,0,0
2743,635.08,2197,6,97,0,572.0,1,0,0,0,0,0,0,0
2744,527.44,2517,13,97,0,496.0,1,0,0,0,0,0,0,0
2745,592.02,2748,15,97,0,458.0,1,0,0,0,0,0,0,0
2746,409.03,2400,3,97,0,538.0,1,0,0,0,0,0,0,0
2747,409.03,2500,5,97,0,538.0,1,0,0,0,0,0,0,0
2748,409.03,2620,6,97,0,538.0,1,0,0,0,0,0,0,0
2749,409.03,2400,3,97,0,538.0,1,0,0,0,0,0,0,0
2750,731.95,1399,3,96,0,3155.0,1,0,0,0,1,0,0,0
2751,753.48,1526,15,96,0,987.0,1,0,0,1,0,0,0,0
2752,807.3,1447,12,89,0,576.0,1,0,0,0,0,0,1,0
2753,656.6,1890,31,95,0,1299.0,1,0,0,0,0,0,0,0
2754,592.02,1388,4,96,0,1468.0,1,0,1,0,0,0,0,0
2755,1259.39,1755,22,96,0,595.0,1,0,0,0,0,0,0,0
2756,592.02,2394,9,97,0,572.0,1,0,0,0,0,0,0,0
2757,667.37,2363,9,97,0,458.0,1,0,0,0,0,0,0,0
2758,1044.11,2048,43,94,0,619.0,1,0,0,0,0,0,0,0
2759,538.2,1494,4,96,0,2098.0,1,0,0,1,0,0,0,0
2760,742.72,1548,15,92,0,936.0,1,0,0,1,0,0,0,0
2761,990.29,1569,8,97,0,1458.0,1,0,0,0,0,1,0,0
2762,764.24,1706,9,96,0,541.0,1,0,0,0,0,0,0,0
2763,1044.11,2062,40,94,0,619.0,1,0,0,0,0,0,0,0
2764,1119.46,1928,34,94,0,619.0,1,0,0,0,0,0,0,0
2765,3842.75,4150,31,0,1,1221.0,1,0,0,0,0,0,1,0
2766,3821.22,4150,31,0,1,1221.0,1,0,0,0,0,0,1,0
2767,635.08,1730,8,96,0,527.0,1,0,0,0,0,0,0,0
2768,958.0,1688,17,96,0,348.0,1,0,0,0,0,0,0,0
2769,958.0,1657,14,96,0,292.0,1,0,0,0,0,0,0,0
2770,656.6,1863,27,95,0,1228.0,1,0,0,0,0,0,0,0
2771,516.67,1460,11,95,0,2256.0,1,0,0,1,0,0,0,0
2772,904.18,1635,3,96,0,493.0,1,0,0,0,0,0,0,0
2773,904.18,1677,13,96,0,2136.0,1,0,0,1,0,0,0,0
2774,904.18,2394,9,97,0,572.0,1,0,0,0,0,0,0,0
2775,667.37,1436,19,94,0,374.0,1,0,0,1,0,0,0,0
2776,731.95,2272,5,97,0,572.0,1,0,0,0,0,0,0,0
2777,462.85,1480,10,96,0,1450.0,1,0,1,0,0,0,0,0
2778,527.44,1706,8,96,0,493.0,1,0,0,0,0,0,0,0
2779,1420.85,1649,8,96,0,674.0,1,0,0,0,0,0,0,0
2780,645.84,1781,17,96,0,541.0,1,0,0,0,0,0,0,0
2781,731.95,2257,4,97,0,572.0,1,0,0,0,0,0,0,0
2782,1420.85,1686,15,96,0,674.0,1,0,0,0,0,0,0,0
2783,452.09,1748,2,96,0,354.0,1,0,0,0,0,0,0,0
2784,592.02,2748,15,97,0,458.0,1,0,0,0,0,0,0,0
2785,656.6,1416,6,96,0,1401.0,1,0,1,0,0,0,0,0
2786,527.44,2507,10,97,0,572.0,1,0,0,0,0,0,0,0
2787,592.02,2785,16,97,0,458.0,1,0,0,0,0,0,0,0
2788,1054.87,1034,13,96,0,648.0,0,0,0,0,1,0,0,0
2789,1151.75,1643,9,96,0,576.0,1,0,0,0,0,0,0,0
2790,592.02,2023,20,94,0,2524.0,1,0,1,0,0,0,0,0
2791,1184.04,1703,7,95,0,725.0,1,0,0,0,0,0,0,0
2792,1184.04,1744,15,95,0,725.0,1,0,0,0,0,0,0,0
2793,2508.01,1037,3,0,1,3359.0,1,0,0,0,0,0,1,0
2794,667.37,1199,14,89,0,1134.0,1,0,0,0,0,1,1,0
2795,688.9,1858,17,0,1,687.0,1,0,0,0,0,0,1,0
2796,1044.11,1245,5,90,0,373.0,1,0,1,0,0,0,1,0
2797,1614.6,1010,0,74,0,1247.0,0,1,0,1,0,0,1,0
2798,1625.36,2153,5,0,1,901.0,1,0,0,0,0,0,1,0
2799,1323.97,1050,3,85,0,1708.0,1,0,0,1,0,0,1,0
2800,1205.57,854,8,74,0,946.0,0,0,0,0,0,1,1,0
2801,1614.6,1968,0,0,1,2371.0,0,1,0,1,0,0,1,0
2802,1388.56,2052,7,0,1,1626.0,1,0,0,0,0,0,1,0
2803,1797.59,1046,1,0,1,887.0,1,0,0,0,0,1,1,0
2804,721.19,1620,17,97,0,1282.0,1,0,0,0,0,1,0,0
2805,1356.26,2400,8,0,1,708.0,1,0,0,0,0,0,1,0
2806,796.54,1607,11,91,0,565.0,1,0,0,0,0,0,1,0
2807,775.01,1670,18,96,0,348.0,1,0,0,0,0,0,0,0
2808,1022.58,1095,6,0,1,751.0,1,0,0,0,0,0,1,0
2809,452.09,1907,17,96,0,363.0,1,0,0,0,0,0,0,0
2810,570.49,1802,31,82,0,302.0,1,0,0,0,0,0,1,0
2811,1022.58,1436,13,94,0,2319.0,1,0,0,0,0,1,0,0
2812,527.44,1868,13,96,0,363.0,1,0,0,0,0,0,0,0
2813,667.37,2712,3,0,1,492.0,1,0,0,0,0,0,0,0
2814,613.55,1654,11,95,0,2309.0,1,0,0,1,0,0,0,0
2815,764.24,1649,3,96,0,576.0,1,0,0,0,0,0,0,0
2816,2669.47,2158,7,0,1,934.0,1,0,0,0,0,0,1,0
2817,1184.04,1728,11,95,0,725.0,1,0,0,0,0,0,0,0
2818,742.72,1701,14,96,0,297.0,1,0,0,0,0,0,0,0
2819,742.72,1725,12,96,0,292.0,1,0,0,0,0,0,0,0
2820,505.91,3024,6,0,1,953.0,1,0,0,0,0,0,1,0
2821,1033.34,1323,3,96,0,1631.0,1,0,1,0,0,0,0,0
2822,1463.9,1926,18,84,0,312.0,1,0,0,0,0,0,1,0
2823,979.52,1391,17,94,0,303.0,1,0,0,1,0,0,0,0
2824,667.37,1442,20,94,0,374.0,1,0,0,1,0,0,0,0
2825,4486.44,1471,0,0,1,2109.0,0,1,0,1,0,0,1,0
2826,688.9,1857,5,95,0,405.0,1,0,0,0,0,0,0,0
2827,581.26,1356,5,0,1,608.0,1,0,0,1,0,0,1,0
2828,592.02,1400,9,96,0,1446.0,1,0,1,0,0,0,0,0
2829,592.02,2519,14,97,0,458.0,1,0,0,0,0,0,0,0
2830,527.44,2720,16,97,0,496.0,1,0,0,0,0,0,0,0
2831,527.44,2477,11,97,0,496.0,1,0,0,0,0,0,0,0
2832,1054.87,1739,4,95,0,1299.0,1,0,0,0,0,0,0,0
2833,882.65,1974,11,0,1,1045.0,1,0,1,0,0,0,0,0
2834,602.78,1484,12,95,0,1843.0,1,0,1,0,0,0,0,0
2835,667.37,1413,21,94,0,1047.0,1,0,0,1,0,0,0,0
2836,2206.62,1644,0,0,1,2459.0,0,1,0,1,0,0,1,0
2837,1054.87,1733,22,96,0,674.0,1,0,0,0,0,0,0,0
2838,990.29,1161,14,76,0,711.0,1,0,0,0,0,0,1,0
2839,753.48,2279,19,89,0,182.0,1,0,0,0,0,0,1,0
2840,1044.11,1149,7,89,0,624.0,1,0,0,1,0,0,1,0
2841,452.09,1763,4,96,0,354.0,1,0,0,0,0,0,0,0
2842,613.55,2771,15,97,0,496.0,1,0,0,0,0,0,0,0
2843,1334.74,1513,3,0,1,951.0,1,0,0,1,0,0,1,0
2844,742.72,2400,8,97,0,572.0,1,0,0,0,0,0,0,0
2845,785.77,1348,13,94,0,1047.0,1,0,0,1,0,0,0,0
2846,678.13,1354,5,96,0,1589.0,1,0,1,0,0,0,0,0
2847,764.24,1655,4,96,0,576.0,1,0,0,0,0,0,0,0
2848,2234.61,1123,0,0,1,2297.0,0,1,0,1,0,0,1,0
2849,1205.57,1731,3,94,0,2524.0,1,0,1,0,0,0,0,0
2850,1033.34,1320,11,96,0,1572.0,1,0,1,0,0,0,0,0
2851,1733.0,2697,23,94,0,1148.0,1,0,0,0,0,0,0,0
2852,1054.87,1707,15,96,0,541.0,1,0,0,0,0,0,0,0
2853,2837.39,1275,0,0,1,1781.0,0,1,0,0,0,0,1,0
2854,839.59,1167,12,96,0,672.0,0,0,0,1,0,0,0,0
2855,462.85,1491,11,96,0,1450.0,1,0,1,0,0,0,0,0
2856,462.85,1452,2,96,0,1450.0,1,0,1,0,0,0,0,0
2857,742.72,1727,18,96,0,1574.0,1,0,0,0,0,0,0,0
2858,1702.86,1744,0,0,1,1711.0,0,1,0,0,0,0,1,0
2859,807.3,964,7,89,0,1499.0,0,0,1,0,0,0,1,0
2860,1184.04,1740,14,95,0,725.0,1,0,0,0,0,0,0,0
2861,1539.25,916,4,72,0,946.0,1,0,0,0,0,1,1,0
2862,527.44,1761,12,96,0,576.0,1,0,0,0,0,0,0,0
2863,505.91,1502,2,0,1,575.0,1,0,0,0,0,0,1,0
2864,1872.94,2374,3,0,1,1707.0,1,0,0,0,0,0,0,0
2865,473.62,1780,4,96,0,805.0,1,0,0,0,0,0,0,0
2866,1184.04,1802,27,95,0,725.0,1,0,0,0,0,0,0,0
2867,1097.93,1894,29,84,0,312.0,1,0,0,0,0,0,1,0
2868,462.85,1329,6,86,0,968.0,1,0,1,0,0,0,1,0
2869,602.78,1900,13,0,1,740.0,1,0,0,0,0,0,1,0
2870,3844.9,1100,0,0,1,2219.0,0,1,0,1,0,0,1,0
2871,2206.62,2087,19,0,1,660.0,1,0,0,0,0,0,1,0
2872,3304.55,439,0,79,0,2139.0,0,1,0,0,1,0,1,0
2873,505.91,1275,4,89,0,2539.0,1,0,0,0,0,1,1,0
2874,2109.74,1448,10,0,1,1638.0,1,0,1,0,0,0,1,0
2875,462.85,2591,6,97,0,538.0,1,0,0,0,0,0,0,0
2876,4531.64,1147,35,0,1,504.0,1,0,0,0,0,0,1,0
2877,882.65,702,10,74,0,1149.0,1,0,0,0,1,0,1,0
2878,731.95,1807,4,96,0,1653.0,1,0,0,0,0,0,0,0
2879,1291.68,1669,5,97,0,1352.0,1,0,0,0,0,1,0,0
2880,581.26,1394,20,89,0,491.0,1,0,0,0,0,1,1,0
2881,936.47,1427,3,96,0,1319.0,1,0,0,1,0,0,0,0
2882,764.24,1773,19,96,0,576.0,1,0,0,0,0,0,0,0
2883,452.09,1887,14,96,0,292.0,1,0,0,0,0,0,0,0
2884,419.8,1903,15,96,0,363.0,1,0,0,0,0,0,0,0
2885,473.62,1267,12,90,0,498.0,1,0,0,1,0,0,1,0
2886,2131.27,2229,26,0,1,749.0,1,0,0,0,0,0,1,0
2887,2088.22,1341,5,85,0,3175.0,1,0,0,0,0,0,1,0
2888,624.31,1041,3,89,0,1164.0,1,0,0,0,1,0,1,0
2889,1044.11,1382,15,95,0,3041.0,1,0,0,1,0,0,0,0
2890,20155.59,1389,0,0,1,2019.0,0,1,0,0,0,0,1,0
2891,764.24,1666,3,96,0,541.0,1,0,0,0,0,0,0,0
2892,656.6,1899,32,95,0,1299.0,1,0,0,0,0,0,0,0
2893,527.44,1147,5,88,0,1206.0,1,0,1,0,0,0,1,0
2894,548.96,984,1,89,0,1970.0,1,0,0,0,1,0,1,0
2895,462.85,1372,5,90,0,415.0,1,0,0,1,0,0,1,0
2896,1033.34,2302,23,89,0,182.0,1,0,0,0,0,0,1,0
2897,527.44,1103,10,91,0,1730.0,1,0,1,0,0,0,1,0
2898,882.65,1266,4,96,0,1556.0,1,0,1,0,0,0,0,0
2899,1033.34,1006,2,0,1,2013.0,1,0,1,0,0,0,1,0
2900,721.19,2400,7,0,1,2098.0,1,0,0,0,0,0,0,0
2901,656.6,2361,1,0,1,447.0,1,0,0,0,0,0,0,0
2902,1184.04,1827,31,95,0,725.0,1,0,0,0,0,0,0,0
2903,688.9,1942,37,95,0,1228.0,1,0,0,0,0,0,0,0
2904,990.29,1104,10,96,0,522.0,0,0,0,1,0,0,0,0
2905,968.76,1054,6,96,0,683.0,0,0,0,1,0,0,0,0
2906,1614.6,1660,0,0,1,1076.0,0,1,0,0,0,1,1,0
2907,667.37,1455,20,94,0,374.0,1,0,0,1,0,0,0,0
2908,688.9,1922,24,95,0,1299.0,1,0,0,0,0,0,0,0
2909,2615.65,1338,16,0,1,3086.0,1,0,0,0,0,0,1,0
2910,430.56,1324,2,0,1,695.0,1,0,0,1,0,0,1,0
2911,452.09,1616,5,95,0,2256.0,1,0,0,1,0,0,0,0
2912,1033.34,1317,2,96,0,1446.0,1,0,1,0,0,0,0,0
2913,527.44,2799,15,97,0,572.0,1,0,0,0,0,0,0,0
2914,419.8,1896,14,96,0,292.0,1,0,0,0,0,0,0,0
2915,452.09,1621,6,95,0,2256.0,1,0,0,1,0,0,0,0
2916,613.55,1429,15,95,0,2256.0,1,0,0,1,0,0,0,0
2917,979.52,1379,16,94,0,303.0,1,0,0,1,0,0,0,0
2918,785.77,2163,43,94,0,619.0,1,0,0,0,0,0,0,0
2919,1194.8,988,13,76,0,567.0,1,0,1,0,0,0,1,0
2920,710.42,2274,16,89,0,182.0,1,0,0,0,0,0,1,0
2921,1184.04,801,7,74,0,704.0,1,0,1,0,0,0,1,0
2922,1140.98,1706,15,96,0,576.0,1,0,0,0,0,0,0,0
2923,2346.55,1449,2,0,1,1561.0,1,0,0,0,0,0,1,0
2924,1313.21,1310,1,0,1,504.0,1,0,0,1,0,0,1,0
2925,914.94,1280,9,96,0,1572.0,1,0,1,0,0,0,0,0
2926,861.12,1045,5,88,0,60.0,1,0,0,0,0,1,1,0
2927,893.41,907,4,74,0,685.0,1,0,1,0,0,0,1,0
2928,731.95,2291,23,89,0,182.0,1,0,0,0,0,0,1,0
2929,1248.62,1542,1,84,0,647.0,1,0,0,0,0,0,1,0
2930,2643.64,1634,0,0,1,1290.0,0,1,0,1,0,0,1,0
2931,1496.2,2306,40,0,1,1175.0,1,0,0,0,0,0,1,0
2932,1080.71,1758,0,0,1,295.0,0,1,0,0,0,0,1,0
2933,1194.8,659,2,75,0,342.0,1,0,0,1,0,0,1,0
2934,1259.39,1100,3,0,1,1721.0,1,0,1,0,0,0,1,0
2935,721.19,1571,13,97,0,1352.0,1,0,0,0,0,1,0,0
2936,940.77,3614,0,0,1,580.0,0,1,0,0,0,0,1,0
2937,570.49,1893,14,0,1,575.0,1,0,0,0,0,0,1,0
2938,1237.86,879,5,77,0,890.0,1,0,0,0,0,1,1,0
2939,753.48,2347,21,89,0,182.0,1,0,0,0,0,0,1,0
2940,710.42,2584,10,96,0,179.0,1,0,0,0,0,0,0,0
2941,2167.87,1130,0,0,1,2273.0,0,1,0,1,0,0,1,0
2942,904.18,2409,10,97,0,572.0,1,0,0,0,0,0,0,0
2943,678.13,1130,1,90,0,643.0,1,0,0,0,0,1,0,1
2944,2297.04,1741,0,91,0,1105.0,0,1,0,0,0,0,1,0
2945,1420.85,1688,6,0,1,538.0,1,0,0,0,0,0,1,0
2946,1194.8,653,3,78,0,2240.0,0,0,0,0,1,0,1,0
2947,1001.05,884,5,91,0,422.0,0,0,0,1,0,0,1,0
2948,462.85,1573,8,0,1,665.0,1,0,0,0,0,0,0,0
2949,731.95,1312,3,0,1,1874.0,1,0,1,0,0,0,1,0
2950,1560.78,820,1,73,0,2159.0,1,0,1,0,0,0,1,0
2951,764.24,1735,16,96,0,576.0,1,0,0,0,0,0,0,0
2952,3196.91,1173,7,0,1,896.0,1,0,0,0,0,0,1,0
2953,1636.13,984,5,0,1,1100.0,1,0,0,0,0,0,1,0
2954,1367.03,653,2,69,0,1906.0,1,0,1,0,0,0,1,0
2955,2174.33,1679,10,0,1,3311.0,1,0,0,0,0,0,1,0
2956,958.0,1646,12,96,0,292.0,1,0,0,0,0,0,0,0
2957,678.13,1327,5,96,0,1589.0,1,0,1,0,0,0,0,0
2958,2510.16,1364,0,0,1,621.0,0,1,1,0,0,0,1,0
2959,527.44,1679,6,96,0,493.0,1,0,0,0,0,0,0,0
2960,1140.98,2367,22,89,0,182.0,1,0,0,0,0,0,1,0
2961,925.7,1093,11,96,0,620.0,0,0,0,0,1,0,0,0
2962,925.7,994,1,71,0,258.0,1,0,1,0,0,0,1,0
2963,925.7,1718,26,80,0,415.0,1,0,0,0,0,0,1,0
2964,925.7,1275,8,88,0,294.0,1,0,0,0,0,0,1,0
2965,721.19,1405,14,96,0,1460.0,1,0,0,1,0,0,0,0
2966,947.23,1074,5,96,0,549.0,0,0,0,0,1,0,0,0
2967,1259.39,1710,14,96,0,595.0,1,0,0,0,0,0,0,0
2968,678.13,2023,4,95,0,405.0,1,0,0,0,0,0,0,0
2969,5098.91,1474,0,0,1,942.0,0,1,0,1,0,0,1,0
2970,947.23,1777,5,96,0,1653.0,1,0,0,0,0,0,0,0
2971,1248.62,1029,9,69,0,336.0,1,0,0,1,0,0,1,0
2972,505.91,1595,28,96,0,2788.0,1,0,0,0,0,1,0,0
2973,484.38,2900,18,97,0,572.0,1,0,0,0,0,0,0,0
2974,1291.68,759,2,74,0,983.0,0,0,0,0,0,1,1,0
2975,1140.98,1717,17,96,0,576.0,1,0,0,0,0,0,0,0
2976,1270.15,1451,33,96,0,2783.0,1,0,0,0,0,1,0,0
2977,839.59,1251,9,0,1,973.0,1,0,0,0,0,0,1,0
2978,667.37,1503,4,96,0,1319.0,1,0,0,1,0,0,0,0
2979,667.37,2393,11,97,0,458.0,1,0,0,0,0,0,0,0
2980,839.59,1114,7,96,0,672.0,0,0,0,1,0,0,0,0
2981,667.37,1389,19,94,0,1047.0,1,0,0,1,0,0,0,0
2982,710.42,1951,14,0,1,1002.0,1,0,0,0,0,0,1,0
2983,1151.75,1445,5,96,0,2076.0,1,0,0,1,0,0,0,0
2984,5065.54,782,0,0,1,810.0,0,1,0,1,0,0,1,0
2985,785.77,1373,17,94,0,1047.0,1,0,0,1,0,0,0,0
2986,1184.04,1786,23,95,0,725.0,1,0,0,0,0,0,0,0
2987,505.91,1720,17,93,0,443.0,1,0,0,1,0,0,0,1
2988,1700.71,1735,18,0,1,1448.0,1,0,0,0,0,0,1,0
2989,452.09,1900,16,96,0,363.0,1,0,0,0,0,0,0,0
2990,2357.32,1773,4,0,1,922.0,1,0,0,0,0,0,1,0
2991,2185.09,1098,8,0,1,800.0,1,0,0,0,0,0,1,0
2992,1442.38,874,18,88,0,757.0,0,0,0,1,0,0,1,0
2993,1108.69,1468,7,89,0,404.0,1,0,1,0,0,0,1,0
2994,1130.22,1053,16,88,0,315.0,1,0,0,1,0,0,1,0
2995,1593.07,1243,7,87,0,1431.0,1,0,0,0,0,0,1,0
2996,581.26,1858,32,83,0,426.0,1,0,0,0,0,0,1,0
2997,1614.6,818,0,72,0,1790.0,0,1,0,0,0,1,1,0
2998,914.94,1684,2,96,0,378.0,1,0,0,0,0,0,0,0
2999,1420.85,1098,8,0,1,814.0,1,0,0,0,0,0,1,0
3000,4241.02,1834,1,0,1,1045.0,1,0,0,0,0,0,1,0
3001,1410.08,954,24,87,0,1214.0,1,0,0,0,0,1,1,0
3002,678.13,1425,7,96,0,1482.0,1,0,1,0,0,0,0,0
3003,947.23,1074,5,96,0,522.0,0,0,0,0,1,0,0,0
3004,1130.22,1009,8,89,0,751.0,0,0,1,0,0,0,1,0
3005,635.08,1686,3,96,0,383.0,1,0,0,0,0,0,0,0
3006,1205.57,1344,2,0,1,972.0,1,0,0,0,0,0,1,0
3007,3709.27,930,0,0,1,1406.0,0,1,1,0,0,0,1,0
3008,1011.82,1611,13,69,0,1141.0,1,0,0,0,0,0,1,0
3009,462.85,1480,10,96,0,1516.0,1,0,1,0,0,0,0,0
3010,2238.91,1603,11,72,0,5476.0,1,0,0,0,0,0,1,0
3011,2109.74,1540,20,0,1,3364.0,1,0,0,0,0,0,1,0
3012,2787.88,3228,1,0,1,612.0,1,0,0,0,0,0,0,0
3013,871.88,1434,11,80,0,415.0,1,0,0,0,0,0,1,0
3014,1280.92,812,21,74,0,738.0,1,0,0,0,0,1,1,0
3015,850.36,1394,10,96,0,1556.0,1,0,1,0,0,0,0,0
3016,1108.69,900,2,76,0,1264.0,1,0,0,1,0,0,1,0
3017,785.77,1331,15,94,0,303.0,1,0,0,1,0,0,0,0
3018,968.76,1559,27,84,0,572.0,1,0,0,0,0,0,1,0
3019,667.37,1448,21,94,0,374.0,1,0,0,1,0,0,0,0
3020,613.55,2825,17,97,0,496.0,1,0,0,0,0,0,0,0
3021,527.44,2789,15,97,0,572.0,1,0,0,0,0,0,0,0
3022,699.66,1797,5,97,0,1137.0,1,0,0,0,0,0,0,0
3023,688.9,1723,5,97,0,1098.0,1,0,0,0,0,0,0,0
3024,882.65,1156,23,92,0,224.0,1,0,0,1,0,0,1,0
3025,484.38,2863,17,97,0,572.0,1,0,0,0,0,0,0,0
3026,4273.31,4181,19,0,1,1221.0,1,0,0,0,0,0,1,0
3027,1173.28,1517,25,81,0,390.0,1,0,0,0,0,0,1,0
3028,731.95,2287,6,97,0,572.0,1,0,0,0,0,0,0,0
3029,538.2,1913,13,95,0,297.0,1,0,0,0,0,0,0,0
3030,1496.2,922,0,0,1,656.0,1,0,0,0,0,0,1,0
3031,1237.86,937,16,79,0,781.0,1,0,0,0,0,1,1,0
3032,1356.26,959,12,0,1,1388.0,1,0,1,0,0,0,1,0
3033,2220.61,1130,0,0,1,755.0,0,1,0,1,0,0,1,0
3034,1453.14,680,11,70,0,1856.0,1,0,1,0,0,0,1,0
3035,1044.11,1916,19,0,1,586.0,1,0,0,0,0,0,1,0
3036,667.37,2408,12,97,0,458.0,1,0,0,0,0,0,0,0
3037,1377.79,1444,1,77,0,748.0,1,0,0,0,0,0,1,0
3038,742.72,987,4,90,0,2109.0,1,0,1,0,0,0,1,0
3039,1786.82,979,7,60,0,2680.0,1,0,1,0,0,0,1,0
3040,1087.16,812,2,88,0,449.0,0,0,0,1,0,0,1,0
3041,753.48,1492,4,96,0,2076.0,1,0,0,1,0,0,0,0
3042,1205.57,564,1,76,0,1746.0,1,0,0,0,1,0,1,0
3043,721.19,2414,13,97,0,496.0,1,0,0,0,0,0,0,0
3044,462.85,1482,10,96,0,1545.0,1,0,1,0,0,0,0,0
3045,958.0,1657,11,96,0,348.0,1,0,0,0,0,0,0,0
3046,1776.06,979,1,0,1,2940.0,1,0,0,0,0,1,1,0
3047,678.13,1340,8,96,0,1060.0,1,0,1,0,0,0,0,0
3048,1140.98,1551,14,87,0,282.0,1,0,0,0,0,0,1,0
3049,1727.62,1071,0,89,0,2984.0,0,1,0,0,1,0,1,0
3050,6999.83,1386,0,0,1,2399.0,0,1,0,0,0,1,1,0
3051,1044.11,1666,5,95,0,818.0,1,0,0,0,0,0,0,0
3052,1689.95,728,4,73,0,1013.0,1,0,1,0,0,0,1,0
3053,1173.28,2171,13,89,0,182.0,1,0,0,0,0,0,1,0
3054,990.29,919,2,0,1,809.0,1,0,0,0,0,0,1,0
3055,1786.82,1388,36,86,0,512.0,1,0,0,0,0,0,1,0
3056,398.27,1481,1,0,1,1066.0,1,0,0,0,0,0,1,0
3057,990.29,1282,19,76,0,711.0,1,0,0,0,0,0,1,0
3058,8830.79,1472,0,0,1,1290.0,0,1,0,0,0,0,1,0
3059,861.12,1045,7,88,0,73.0,1,0,0,0,0,1,1,0
3060,1184.04,1071,5,96,0,576.0,0,0,0,0,1,0,0,0
3061,1431.61,1397,1,87,0,290.0,1,0,0,0,0,0,1,0
3062,1302.44,1198,7,0,1,2132.0,1,0,0,0,0,1,1,0
3063,2572.6,1399,5,0,1,674.0,1,0,0,0,0,0,1,0
3064,1754.53,872,7,0,1,1601.0,1,0,1,0,0,0,1,0
3065,613.55,1460,12,96,0,1633.0,1,0,1,0,0,0,0,0
3066,2002.1,1648,40,93,0,349.0,1,0,0,0,0,0,0,0
3067,1345.5,892,15,88,0,223.0,0,0,0,1,0,0,1,0
3068,5582.21,2203,0,0,1,368.0,0,1,0,0,0,0,1,0
3069,473.62,1098,1,90,0,2070.0,1,0,1,0,0,0,1,0
3070,667.37,1798,57,80,0,389.0,1,0,0,0,0,0,1,0
3071,667.37,1199,9,89,0,1134.0,1,0,0,0,0,1,1,0
3072,645.84,1555,5,96,0,840.0,1,0,0,0,0,0,0,0
3073,753.48,2419,7,97,0,458.0,1,0,0,0,0,0,0,0
3074,764.24,2241,5,97,0,458.0,1,0,0,0,0,0,0,0
3075,2230.3,1300,0,71,0,757.0,0,1,0,0,0,0,1,0
3076,678.13,1355,8,96,0,1545.0,1,0,1,0,0,0,0,0
3077,1323.97,2408,28,0,1,1533.0,1,0,0,0,0,0,1,0
3078,3106.49,1996,0,0,1,710.0,0,1,0,0,0,0,1,0
3079,925.7,1602,12,96,0,399.0,1,0,0,0,0,0,0,0
3080,914.94,1249,7,96,0,1633.0,1,0,1,0,0,0,0,0
3081,398.27,1381,6,0,1,751.0,1,0,0,0,0,0,0,1
3082,1130.22,1327,5,0,1,1660.0,1,0,0,0,0,1,1,0
3083,1054.87,1711,11,96,0,486.0,1,0,0,0,0,0,0,0
3084,1001.05,1143,8,96,0,522.0,0,0,0,0,1,0,0,0
3085,1248.62,2883,11,0,1,1187.0,1,0,0,0,0,0,1,0
3087,1140.98,1435,27,95,0,2955.0,1,0,0,0,0,1,0,0
3088,785.77,916,4,89,0,2599.0,1,0,1,0,0,0,1,0
3089,1499.43,1593,0,0,1,626.0,0,1,0,0,0,0,1,0
3090,1453.14,1030,1,96,0,600.0,0,0,0,0,1,0,0,0
3091,1248.62,873,6,73,0,1342.0,1,0,0,1,0,0,1,0
3092,505.91,1324,7,93,0,1863.0,1,0,1,0,0,0,0,1
3093,602.78,1437,6,95,0,1872.0,1,0,1,0,0,0,0,0
3094,624.31,1310,5,0,1,1070.0,1,0,0,0,0,0,1,0
3095,1291.68,929,1,0,1,215.0,1,0,1,0,0,0,1,0
3096,624.31,2385,20,97,0,572.0,1,0,0,0,0,0,0,0
3097,1184.04,1267,11,76,0,498.0,1,0,0,0,0,0,1,0
3098,818.06,1060,5,96,0,690.0,0,0,0,0,1,0,0,0
3099,3440.17,1424,0,0,1,1297.0,0,1,0,1,0,0,1,0
3100,1399.32,1000,11,96,0,549.0,0,0,0,0,1,0,0,0
3101,1334.74,1572,4,96,0,1390.0,1,0,0,0,0,0,0,0
