Area (SQFT),Unit Price ($ PSF),Type of Sale,Property Type,Planning Region,Floor,Remaining Tenure,Is Freehold,walk_distance
1173.28,1534,Resale,Condominium,Central Region,16,87,0,294.0
1033.34,1709,New Sale,Apartment,Central Region,11,96,0,292.0
1173.28,960,New Sale,Executive Condominium,North East Region,17,96,0,683.0
678.13,1177,Resale,Apartment,North East Region,3,92,0,212.0
1291.68,1543,New Sale,Apartment,West Region,5,97,0,1352.0
635.08,1951,New Sale,Apartment,Central Region,37,95,0,1228.0
635.08,1915,New Sale,Apartment,Central Region,11,95,0,1299.0
452.09,1887,New Sale,Apartment,Central Region,14,96,0,363.0
516.67,1679,New Sale,Apartment,North East Region,5,95,0,2256.0
1872.94,1869,Resale,Apartment,Central Region,52,80,0,389.0
1506.96,1048,Resale,Condominium,East Region,1,0,1,2084.0
1636.13,935,Resale,Terrace House,East Region,0,71,0,1908.0
570.49,1588,New Sale,Apartment,Central Region,5,96,0,840.0
925.7,1489,New Sale,Apartment,North East Region,13,96,0,1319.0
742.72,1275,New Sale,Condominium,East Region,15,95,0,1929.0
527.44,1703,New Sale,Condominium,Central Region,7,96,0,493.0
484.38,1557,New Sale,Apartment,North East Region,9,96,0,1402.0
484.38,1544,New Sale,Apartment,North East Region,8,96,0,1402.0
1173.28,1363,New Sale,Apartment,North East Region,1,96,0,2041.0
742.72,1633,New Sale,Condominium,Central Region,4,95,0,818.0
731.95,2075,New Sale,Apartment,Central Region,31,96,0,1653.0
721.19,1866,New Sale,Apartment,Central Region,4,95,0,368.0
979.52,1744,New Sale,Condominium,Central Region,12,95,0,440.0
516.67,1645,New Sale,Apartment,West Region,15,97,0,1448.0
764.24,1789,New Sale,Condominium,Central Region,22,96,0,541.0
678.13,1395,New Sale,Condominium,East Region,2,96,0,1633.0
527.44,1877,New Sale,Apartment,Central Region,14,96,0,348.0
742.72,1734,New Sale,Apartment,Central Region,16,96,0,363.0
1065.64,1501,New Sale,Apartment,West Region,31,96,0,2783.0
990.29,1090,New Sale,Executive Condominium,North East Region,17,96,0,635.0
505.91,1882,New Sale,Apartment,Central Region,6,95,0,1299.0
678.13,1963,New Sale,Apartment,Central Region,11,95,0,1299.0
635.08,1499,New Sale,Apartment,North East Region,8,96,0,979.0
678.13,1395,New Sale,Condominium,East Region,2,96,0,1413.0
505.91,1475,New Sale,Apartment,West Region,12,96,0,2788.0
742.72,1729,New Sale,Apartment,Central Region,15,96,0,363.0
1001.05,1838,New Sale,Condominium,Central Region,39,93,0,389.0
602.78,1505,New Sale,Apartment,Central Region,5,96,0,847.0
753.48,1554,New Sale,Apartment,North East Region,17,96,0,987.0
925.7,1440,New Sale,Apartment,North East Region,4,96,0,1351.0
990.29,1288,New Sale,Condominium,East Region,9,95,0,1929.0
602.78,1401,New Sale,Condominium,East Region,2,95,0,1929.0
785.77,1619,New Sale,Apartment,East Region,4,0,1,1369.0
678.13,1379,New Sale,Condominium,East Region,12,96,0,1060.0
527.44,1731,New Sale,Condominium,Central Region,8,96,0,576.0
764.24,1675,New Sale,Condominium,Central Region,3,96,0,493.0
441.32,2266,New Sale,Apartment,Central Region,39,95,0,462.0
613.55,1586,New Sale,Apartment,North East Region,4,95,0,2309.0
667.37,1567,New Sale,Apartment,North East Region,8,96,0,1388.0
1065.64,1497,New Sale,Apartment,West Region,30,96,0,2783.0
1291.68,1646,New Sale,Apartment,West Region,17,97,0,1352.0
839.59,1201,New Sale,Executive Condominium,North East Region,9,96,0,716.0
1259.39,1656,New Sale,Condominium,Central Region,5,96,0,595.0
914.94,1307,New Sale,Condominium,East Region,5,96,0,1556.0
430.56,2741,New Sale,Apartment,Central Region,36,97,0,370.0
473.62,1833,New Sale,Apartment,North East Region,12,96,0,367.0
516.67,1686,New Sale,Apartment,West Region,22,97,0,1448.0
1076.4,1574,New Sale,Apartment,West Region,6,97,0,1351.0
656.6,2019,New Sale,Apartment,Central Region,12,96,0,1568.0
1022.58,1545,New Sale,Apartment,Central Region,4,96,0,348.0
516.67,1431,New Sale,Apartment,North East Region,14,96,0,1492.0
1367.03,1128,New Sale,Executive Condominium,North East Region,7,96,0,496.0
914.94,1243,New Sale,Condominium,East Region,3,96,0,1572.0
484.38,2329,New Sale,Apartment,Central Region,10,96,0,145.0
452.09,1953,New Sale,Apartment,Central Region,17,96,0,292.0
721.19,1606,New Sale,Apartment,West Region,20,97,0,1352.0
656.6,1818,New Sale,Apartment,Central Region,20,95,0,1228.0
505.91,1874,New Sale,Apartment,Central Region,5,95,0,1299.0
613.55,1705,New Sale,Apartment,North East Region,14,95,0,3041.0
785.77,1642,New Sale,Apartment,Central Region,2,96,0,786.0
1033.34,1349,New Sale,Condominium,East Region,6,96,0,1401.0
473.62,1609,New Sale,Apartment,North East Region,10,96,0,2098.0
667.37,1554,New Sale,Apartment,North East Region,11,96,0,1319.0
538.2,1607,New Sale,Apartment,North East Region,13,96,0,2098.0
764.24,1706,New Sale,Condominium,Central Region,9,96,0,674.0
979.52,1454,New Sale,Apartment,West Region,2,0,1,673.0
516.67,1949,New Sale,Condominium,East Region,6,0,1,985.0
688.9,1571,New Sale,Apartment,West Region,17,97,0,1439.0
678.13,1386,New Sale,Condominium,East Region,11,96,0,1589.0
1108.69,1306,New Sale,Apartment,North East Region,13,96,0,1499.0
688.9,1576,New Sale,Apartment,West Region,20,97,0,1439.0
516.67,1668,New Sale,Apartment,West Region,19,97,0,1448.0
764.24,1714,New Sale,Condominium,Central Region,13,96,0,486.0
527.44,1780,New Sale,Condominium,Central Region,16,96,0,493.0
1054.87,872,Resale,Executive Condominium,West Region,12,89,0,421.0
1033.34,1252,New Sale,Condominium,East Region,2,96,0,1060.0
667.37,1813,New Sale,Apartment,Central Region,8,95,0,405.0
592.02,1436,New Sale,Condominium,East Region,4,96,0,1475.0
1119.46,1644,New Sale,Apartment,Central Region,5,96,0,348.0
742.72,1694,New Sale,Apartment,Central Region,3,96,0,348.0
419.8,1910,New Sale,Apartment,Central Region,16,96,0,363.0
635.08,1697,New Sale,Apartment,Central Region,2,96,0,383.0
559.73,1803,New Sale,Condominium,Central Region,4,95,0,933.0
925.7,1672,New Sale,Apartment,Central Region,6,96,0,348.0
688.9,2401,New Sale,Apartment,Central Region,15,97,0,782.0
2098.98,1639,New Sale,Condominium,Central Region,9,96,0,592.0
710.42,1672,New Sale,Apartment,West Region,16,97,0,1282.0
710.42,1620,New Sale,Apartment,West Region,4,97,0,1282.0
861.12,1607,New Sale,Apartment,West Region,17,97,0,1407.0
925.7,1349,New Sale,Condominium,East Region,9,95,0,1935.0
398.27,1783,Resale,Apartment,Central Region,5,0,1,575.0
688.9,2096,New Sale,Apartment,Central Region,29,96,0,1653.0
710.42,1685,New Sale,Apartment,West Region,19,97,0,1352.0
452.09,1953,New Sale,Apartment,Central Region,17,96,0,297.0
882.65,1677,New Sale,Apartment,West Region,23,97,0,1439.0
731.95,1525,New Sale,Apartment,North East Region,9,96,0,1984.0
721.19,2701,New Sale,Condominium,Central Region,1,0,1,529.0
764.24,2728,New Sale,Condominium,Central Region,19,94,0,1098.0
882.65,1673,New Sale,Apartment,West Region,22,97,0,1439.0
828.83,1575,New Sale,Apartment,West Region,4,97,0,1439.0
861.12,1610,New Sale,Apartment,West Region,20,97,0,1448.0
516.67,1639,New Sale,Apartment,West Region,14,97,0,1448.0
925.7,1369,New Sale,Condominium,East Region,14,95,0,1935.0
602.78,1456,New Sale,Condominium,East Region,10,95,0,1872.0
1119.46,1697,New Sale,Condominium,Central Region,1,95,0,907.0
688.9,1864,New Sale,Apartment,Central Region,6,95,0,457.0
1657.66,1140,Resale,Condominium,West Region,2,0,1,840.0
419.8,1429,Resale,Apartment,North East Region,2,0,1,577.0
635.08,1872,New Sale,Apartment,Central Region,4,95,0,462.0
1076.4,1728,New Sale,Apartment,Central Region,3,96,0,873.0
721.19,1596,New Sale,Apartment,West Region,14,97,0,1282.0
1517.72,771,Resale,Apartment,Central Region,23,54,0,827.0
1593.07,2365,New Sale,Apartment,Central Region,15,0,1,2028.0
1097.93,1568,New Sale,Condominium,Central Region,10,96,0,1644.0
1991.34,643,Resale,Condominium,West Region,0,59,0,459.0
1065.64,1345,New Sale,Apartment,North East Region,16,96,0,1557.0
1108.69,2588,New Sale,Condominium,Central Region,19,0,1,2091.0
925.7,1005,Resale,Condominium,East Region,3,88,0,1607.0
1313.21,651,Resale,Executive Condominium,West Region,12,75,0,2273.0
871.88,1080,Resale,Apartment,North East Region,3,92,0,333.0
1345.5,1323,Resale,Apartment,Central Region,9,0,1,2128.0
2012.87,1331,Resale,Condominium,Central Region,20,75,0,809.0
678.13,1388,New Sale,Condominium,East Region,11,96,0,1450.0
635.08,1551,New Sale,Apartment,North East Region,10,96,0,1319.0
753.48,1632,New Sale,Apartment,Central Region,18,96,0,353.0
958.0,1571,New Sale,Apartment,Central Region,2,96,0,378.0
688.9,2465,New Sale,Apartment,Central Region,10,97,0,849.0
4191.5,1300,Resale,Semi-Detached House,North East Region,0,0,1,2182.0
871.88,837,Resale,Executive Condominium,North Region,7,88,0,2068.0
904.18,1554,New Sale,Apartment,Central Region,5,96,0,786.0
1119.46,2081,Resale,Apartment,Central Region,14,89,0,167.0
710.42,1643,New Sale,Apartment,West Region,13,97,0,1282.0
1270.15,1692,New Sale,Apartment,East Region,1,94,0,2474.0
764.24,2328,Resale,Apartment,Central Region,28,89,0,182.0
1614.6,2067,Resale,Terrace House,North East Region,0,0,1,2465.0
742.72,1845,Resale,Apartment,Central Region,4,0,1,681.0
484.38,1555,New Sale,Apartment,North East Region,10,96,0,1319.0
1001.05,1492,New Sale,Apartment,North East Region,11,96,0,1351.0
473.62,1558,New Sale,Apartment,North East Region,2,96,0,2098.0
1044.11,2037,New Sale,Apartment,Central Region,42,94,0,619.0
1334.74,1071,New Sale,Executive Condominium,North East Region,6,96,0,595.0
1140.98,2330,Resale,Apartment,Central Region,16,89,0,182.0
678.13,1337,New Sale,Condominium,East Region,5,96,0,1572.0
1140.98,2538,Resale,Apartment,Central Region,28,89,0,182.0
667.37,1863,New Sale,Apartment,Central Region,9,95,0,457.0
914.94,1353,New Sale,Apartment,North East Region,15,96,0,1460.0
624.31,1512,New Sale,Apartment,North East Region,4,96,0,1319.0
452.09,1635,New Sale,Apartment,North East Region,9,95,0,2256.0
764.24,1714,New Sale,Condominium,Central Region,11,96,0,674.0
1097.93,1209,New Sale,Condominium,East Region,15,95,0,1935.0
764.24,1706,New Sale,Condominium,Central Region,9,96,0,674.0
936.47,1130,Resale,Condominium,Central Region,9,71,0,1065.0
979.52,1000,Resale,Condominium,North East Region,5,85,0,1745.0
1011.82,2431,Resale,Apartment,Central Region,32,89,0,182.0
688.9,1579,New Sale,Apartment,West Region,19,97,0,1439.0
678.13,1417,New Sale,Condominium,East Region,5,96,0,1545.0
742.72,1723,New Sale,Apartment,Central Region,14,96,0,363.0
1087.16,1456,New Sale,Apartment,North East Region,15,96,0,1351.0
688.9,2344,New Sale,Apartment,Central Region,10,97,0,849.0
3231.35,944,Resale,Terrace House,North East Region,0,0,1,2096.0
850.36,847,Resale,Condominium,West Region,5,69,0,2539.0
1410.08,1277,Resale,Condominium,North East Region,16,82,0,495.0
635.08,1494,New Sale,Apartment,North East Region,1,96,0,1351.0
807.3,1880,Resale,Condominium,Central Region,12,92,0,1317.0
602.78,1416,New Sale,Condominium,East Region,3,95,0,1872.0
678.13,1457,New Sale,Condominium,East Region,3,96,0,1517.0
516.67,1392,New Sale,Apartment,North East Region,8,96,0,1492.0
2766.35,3680,New Sale,Apartment,Central Region,5,0,1,636.0
1140.98,662,Resale,Condominium,North Region,2,69,0,883.0
473.62,1615,New Sale,Apartment,North East Region,11,96,0,2098.0
678.13,2019,New Sale,Apartment,Central Region,19,95,0,1299.0
1001.05,1102,New Sale,Executive Condominium,North Region,3,96,0,577.0
667.37,2696,New Sale,Condominium,Central Region,2,0,1,449.0
1184.04,1769,New Sale,Apartment,Central Region,19,95,0,725.0
2799.72,1018,Resale,Terrace House,North East Region,0,0,1,1766.0
1280.92,1171,Resale,Apartment,North East Region,5,0,1,798.0
484.38,1536,New Sale,Apartment,North East Region,1,96,0,2098.0
1643.66,2019,Resale,Terrace House,North East Region,0,0,1,2390.0
452.09,1588,New Sale,Apartment,North East Region,4,95,0,2256.0
699.66,1398,Resale,Condominium,North East Region,11,91,0,1761.0
635.08,1557,New Sale,Apartment,North East Region,11,96,0,1319.0
1065.64,769,Resale,Condominium,East Region,7,0,1,2050.0
861.12,1074,Resale,Apartment,West Region,7,88,0,60.0
936.47,2172,New Sale,Apartment,Central Region,3,0,1,663.0
635.08,1927,New Sale,Apartment,Central Region,13,95,0,1299.0
1033.34,1728,New Sale,Apartment,Central Region,15,96,0,292.0
861.12,1616,New Sale,Apartment,West Region,22,97,0,1448.0
947.23,1110,New Sale,Executive Condominium,North Region,10,96,0,576.0
850.36,1815,New Sale,Condominium,Central Region,31,93,0,349.0
1453.14,1536,New Sale,Condominium,East Region,11,94,0,542.0
1076.4,869,Resale,Executive Condominium,North East Region,5,88,0,283.0
1808.35,1371,Resale,Condominium,Central Region,4,0,1,1874.0
473.62,1580,New Sale,Apartment,North East Region,2,95,0,2256.0
527.44,1684,New Sale,Condominium,Central Region,4,96,0,576.0
1097.93,1793,Resale,Apartment,Central Region,5,0,1,1561.0
1302.44,729,Resale,Executive Condominium,East Region,1,89,0,1559.0
775.01,1710,New Sale,Apartment,Central Region,3,96,0,783.0
882.65,1643,New Sale,Apartment,Central Region,11,0,1,782.0
979.52,2703,New Sale,Condominium,Central Region,2,0,1,492.0
365.98,2459,Resale,Apartment,Central Region,36,86,0,476.0
1851.41,1377,Resale,Condominium,Central Region,7,84,0,769.0
441.32,1559,Resale,Condominium,Central Region,2,92,0,580.0
527.44,2213,New Sale,Apartment,Central Region,24,96,0,1568.0
667.37,1566,New Sale,Apartment,North East Region,3,96,0,1402.0
914.94,1648,New Sale,Apartment,Central Region,4,96,0,353.0
775.01,1209,New Sale,Executive Condominium,North East Region,11,96,0,239.0
1291.68,1531,New Sale,Apartment,West Region,4,97,0,1352.0
721.19,1618,New Sale,Apartment,West Region,23,97,0,1352.0
839.59,2669,New Sale,Apartment,Central Region,6,96,0,1647.0
2055.92,1605,Resale,Condominium,Central Region,5,84,0,9895.0
1130.22,1097,Resale,Executive Condominium,East Region,8,89,0,730.0
688.9,2006,New Sale,Apartment,Central Region,17,96,0,1568.0
731.95,2082,New Sale,Apartment,Central Region,32,96,0,1653.0
710.42,2314,Resale,Apartment,Central Region,16,89,0,182.0
1140.98,920,Resale,Apartment,Central Region,3,0,1,908.0
818.06,2058,Resale,Apartment,Central Region,4,0,1,1561.0
1044.11,1630,New Sale,Apartment,West Region,9,97,0,1448.0
882.65,963,Resale,Condominium,North Region,3,89,0,1178.0
1614.6,2067,Resale,Terrace House,North East Region,0,0,1,2395.0
1162.51,1500,New Sale,Apartment,North East Region,2,95,0,2309.0
990.29,870,Resale,Executive Condominium,North East Region,9,88,0,299.0
1033.34,1322,New Sale,Condominium,East Region,2,96,0,1631.0
839.59,1129,New Sale,Executive Condominium,North East Region,11,96,0,672.0
1119.46,1014,Resale,Executive Condominium,North East Region,7,89,0,953.0
1765.3,1237,New Sale,Condominium,East Region,4,95,0,1935.0
904.18,1193,New Sale,Condominium,East Region,8,96,0,1888.0
678.13,1268,New Sale,Condominium,East Region,6,96,0,1944.0
527.44,1794,New Sale,Condominium,Central Region,23,96,0,486.0
1291.68,1547,New Sale,Apartment,West Region,6,97,0,1352.0
1356.26,763,Resale,Executive Condominium,East Region,3,78,0,581.0
796.54,1073,Resale,Condominium,East Region,3,0,1,1800.0
1291.68,883,Resale,Executive Condominium,East Region,7,89,0,1571.0
721.19,1438,New Sale,Apartment,North East Region,4,96,0,979.0
1280.92,1309,New Sale,Condominium,East Region,9,96,0,1670.0
2153.88,1695,Resale,Terrace House,North East Region,0,0,1,2236.0
1431.61,1093,Resale,Condominium,East Region,5,89,0,828.0
462.85,1340,Resale,Apartment,East Region,4,0,1,1914.0
807.3,1490,Resale,Apartment,West Region,26,89,0,617.0
1205.57,713,Resale,Condominium,West Region,3,74,0,429.0
441.32,1992,New Sale,Apartment,Central Region,9,0,1,1142.0
559.73,1784,New Sale,Apartment,East Region,2,94,0,2474.0
818.06,2668,New Sale,Apartment,Central Region,6,96,0,1647.0
678.13,1394,New Sale,Condominium,East Region,12,96,0,1450.0
1237.86,1283,New Sale,Condominium,East Region,10,96,0,1475.0
635.08,1523,New Sale,Apartment,North East Region,6,96,0,987.0
721.19,1610,New Sale,Apartment,West Region,21,97,0,1352.0
861.12,1618,New Sale,Apartment,West Region,20,97,0,1407.0
861.12,1625,New Sale,Apartment,West Region,22,97,0,1407.0
1291.68,1687,New Sale,Apartment,West Region,22,97,0,1351.0
990.29,1294,New Sale,Condominium,East Region,14,95,0,1917.0
914.94,1344,New Sale,Condominium,East Region,3,96,0,1556.0
731.95,2011,New Sale,Apartment,Central Region,23,96,0,1568.0
1151.75,1427,New Sale,Apartment,North East Region,12,96,0,2041.0
1291.68,1438,New Sale,Apartment,North East Region,9,96,0,1319.0
904.18,1641,New Sale,Apartment,North East Region,14,95,0,3041.0
1237.86,1351,New Sale,Condominium,East Region,7,96,0,1401.0
1011.82,1322,New Sale,Condominium,East Region,2,96,0,1413.0
1194.8,1034,New Sale,Executive Condominium,North Region,11,96,0,629.0
635.08,1475,New Sale,Apartment,North East Region,5,96,0,1300.0
1044.11,1570,New Sale,Apartment,West Region,8,97,0,1448.0
1011.82,1389,New Sale,Condominium,East Region,11,96,0,1413.0
721.19,1614,New Sale,Apartment,West Region,22,97,0,1352.0
893.41,1683,New Sale,Apartment,West Region,22,97,0,1439.0
1130.22,2097,New Sale,Apartment,Central Region,14,0,1,2028.0
710.42,1653,New Sale,Apartment,West Region,17,97,0,1282.0
721.19,1608,New Sale,Apartment,West Region,9,97,0,1282.0
559.73,2657,New Sale,Apartment,Central Region,27,97,0,370.0
505.91,1836,New Sale,Apartment,North East Region,13,96,0,367.0
958.0,1601,New Sale,Apartment,Central Region,4,96,0,292.0
505.91,1637,New Sale,Apartment,West Region,10,97,0,1407.0
1044.11,1567,New Sale,Apartment,West Region,7,97,0,1448.0
688.9,1581,New Sale,Apartment,West Region,21,97,0,1439.0
871.88,1143,New Sale,Executive Condominium,North East Region,15,96,0,522.0
1033.34,1294,New Sale,Condominium,East Region,7,96,0,1545.0
914.94,1312,New Sale,Apartment,North East Region,8,96,0,1460.0
979.52,1566,New Sale,Apartment,Central Region,38,95,0,1228.0
656.6,1899,New Sale,Apartment,Central Region,30,95,0,1228.0
645.84,1548,New Sale,Apartment,Central Region,5,96,0,805.0
742.72,1684,New Sale,Apartment,West Region,17,97,0,1352.0
1420.85,1662,New Sale,Condominium,Central Region,10,96,0,674.0
645.84,1465,New Sale,Apartment,Central Region,5,96,0,844.0
947.23,1105,New Sale,Executive Condominium,North Region,8,96,0,658.0
1420.85,1654,New Sale,Condominium,Central Region,9,96,0,674.0
3466.01,1203,Resale,Semi-Detached House,East Region,0,0,1,1441.0
1065.64,1509,New Sale,Apartment,West Region,33,96,0,2783.0
516.67,1932,New Sale,Condominium,Central Region,6,96,0,568.0
731.95,1529,New Sale,Apartment,North East Region,3,96,0,2141.0
1076.4,2787,New Sale,Condominium,Central Region,5,0,1,449.0
602.78,1654,New Sale,Apartment,Central Region,2,97,0,983.0
1076.4,1490,New Sale,Apartment,Central Region,18,96,0,363.0
527.44,1384,Resale,Condominium,Central Region,16,90,0,298.0
548.96,1767,New Sale,Apartment,Central Region,2,0,1,779.0
914.94,962,Resale,Executive Condominium,North East Region,5,89,0,870.0
914.94,1331,New Sale,Apartment,North East Region,10,96,0,1460.0
914.94,1307,New Sale,Apartment,North East Region,12,96,0,1460.0
1205.57,1991,Resale,Condominium,Central Region,6,0,1,897.0
1528.49,1636,Resale,Apartment,Central Region,11,0,1,391.0
1843.87,1264,Resale,Terrace House,North East Region,0,0,1,1130.0
505.91,1708,New Sale,Apartment,West Region,22,97,0,1407.0
2497.25,3063,New Sale,Apartment,Central Region,11,0,1,1299.0
667.37,1662,New Sale,Apartment,North East Region,17,96,0,1388.0
742.72,2411,New Sale,Condominium,Central Region,3,0,1,2091.0
484.38,1817,New Sale,Apartment,Central Region,1,96,0,906.0
2459.57,894,Resale,Terrace House,North East Region,0,0,1,2303.0
1614.6,2049,Resale,Terrace House,North East Region,0,0,1,2451.0
742.72,1675,New Sale,Apartment,West Region,14,97,0,1352.0
1291.68,1585,New Sale,Apartment,West Region,10,97,0,1352.0
1399.32,1572,Resale,Condominium,Central Region,40,84,0,517.0
1571.54,1050,Resale,Condominium,East Region,6,85,0,602.0
914.94,2080,Resale,Apartment,Central Region,3,0,1,1561.0
818.06,2045,Resale,Apartment,Central Region,3,0,1,1561.0
441.32,1585,New Sale,Condominium,East Region,15,95,0,1872.0
818.06,2064,Resale,Apartment,Central Region,2,0,1,1561.0
635.08,1934,New Sale,Apartment,Central Region,14,95,0,1299.0
516.67,1413,New Sale,Apartment,North East Region,11,96,0,1207.0
505.91,1690,New Sale,Apartment,West Region,19,97,0,1407.0
764.24,2702,New Sale,Condominium,Central Region,24,94,0,1148.0
613.55,2437,New Sale,Apartment,Central Region,12,97,0,849.0
1237.86,1018,Resale,Executive Condominium,North East Region,16,89,0,944.0
3046.21,492,Resale,Terrace House,North Region,1,80,0,1521.0
1033.34,934,Resale,Apartment,Central Region,4,0,1,809.0
1108.69,1827,New Sale,Apartment,Central Region,7,96,0,1653.0
1011.82,1695,New Sale,Condominium,Central Region,2,96,0,486.0
925.7,1431,New Sale,Apartment,North East Region,4,96,0,1319.0
818.06,2039,Resale,Apartment,Central Region,2,0,1,1561.0
1130.22,1018,Resale,Executive Condominium,East Region,14,89,0,728.0
688.9,1587,New Sale,Apartment,West Region,22,97,0,1439.0
4255.01,545,Resale,Semi-Detached House,North Region,0,0,1,1666.0
818.06,2201,Resale,Apartment,Central Region,2,0,1,1561.0
1700.71,1593,Resale,Condominium,Central Region,1,84,0,647.0
764.24,1282,Resale,Condominium,West Region,11,88,0,418.0
753.48,1725,Resale,Apartment,Central Region,13,0,1,991.0
613.55,2461,New Sale,Apartment,Central Region,7,97,0,849.0
516.67,2456,New Sale,Apartment,Central Region,6,97,0,849.0
710.42,1613,New Sale,Apartment,West Region,3,97,0,1282.0
731.95,1101,Resale,Condominium,East Region,8,91,0,1730.0
1463.9,1503,Resale,Condominium,Central Region,4,0,1,1116.0
602.78,1498,New Sale,Apartment,Central Region,5,96,0,805.0
473.62,1782,New Sale,Apartment,Central Region,3,96,0,805.0
742.72,1651,New Sale,Condominium,Central Region,1,95,0,818.0
818.06,2058,Resale,Apartment,Central Region,3,0,1,1561.0
785.77,2149,New Sale,Apartment,Central Region,42,94,0,619.0
775.01,1623,New Sale,Condominium,West Region,6,0,1,1149.0
1097.93,1576,New Sale,Condominium,Central Region,11,96,0,1644.0
721.19,1689,New Sale,Condominium,Central Region,5,95,0,917.0
667.37,1064,Resale,Condominium,East Region,1,90,0,689.0
1033.34,1738,New Sale,Apartment,Central Region,16,96,0,297.0
1280.92,1276,New Sale,Condominium,East Region,4,96,0,1670.0
6017.08,1509,Resale,Detached House,Central Region,0,0,1,936.0
1237.86,807,Resale,Condominium,East Region,1,0,1,1852.0
678.13,1425,New Sale,Condominium,East Region,6,96,0,1516.0
678.13,1563,Resale,Condominium,West Region,3,90,0,485.0
688.9,1438,New Sale,Apartment,North Region,1,96,0,3155.0
828.83,1640,New Sale,Apartment,West Region,17,97,0,1439.0
936.47,1482,New Sale,Apartment,North East Region,5,96,0,1319.0
1926.76,976,Resale,Condominium,West Region,1,0,1,689.0
2497.25,981,Resale,Terrace House,Central Region,1,0,1,2069.0
893.41,1652,New Sale,Apartment,West Region,13,97,0,1439.0
688.9,1594,New Sale,Apartment,West Region,22,97,0,1439.0
527.44,1776,New Sale,Condominium,Central Region,14,96,0,576.0
559.73,1018,Resale,Apartment,Central Region,6,0,1,646.0
764.24,1756,New Sale,Condominium,Central Region,10,96,0,493.0
1054.87,1766,New Sale,Condominium,Central Region,21,96,0,486.0
1054.87,1774,New Sale,Condominium,Central Region,22,96,0,486.0
635.08,1501,New Sale,Apartment,North East Region,5,96,0,1351.0
925.7,1324,New Sale,Condominium,East Region,5,95,0,1898.0
914.94,1228,New Sale,Condominium,East Region,2,96,0,1545.0
914.94,2102,Resale,Apartment,Central Region,4,0,1,1561.0
764.24,1840,New Sale,Condominium,Central Region,12,96,0,592.0
398.27,1193,Resale,Apartment,Central Region,5,52,0,991.0
818.06,2082,Resale,Apartment,Central Region,3,0,1,1561.0
818.06,2070,Resale,Apartment,Central Region,4,0,1,1561.0
1054.87,867,Resale,Executive Condominium,West Region,9,89,0,410.0
1776.06,3562,New Sale,Apartment,Central Region,15,0,1,636.0
710.42,1691,New Sale,Apartment,West Region,21,97,0,1352.0
473.62,1548,New Sale,Apartment,North East Region,4,96,0,1984.0
592.02,1778,New Sale,Apartment,East Region,1,94,0,2474.0
979.52,1922,New Sale,Apartment,Central Region,34,95,0,1299.0
602.78,1245,New Sale,Condominium,East Region,15,95,0,1897.0
893.41,1567,Resale,Condominium,West Region,15,90,0,449.0
473.62,1550,New Sale,Apartment,North East Region,3,96,0,1319.0
1453.14,1562,New Sale,Condominium,East Region,7,94,0,542.0
1237.86,1572,New Sale,Condominium,East Region,1,94,0,473.0
678.13,1379,New Sale,Condominium,East Region,10,96,0,1545.0
1033.34,1195,New Sale,Condominium,East Region,6,96,0,1888.0
731.95,1374,New Sale,Apartment,North Region,4,96,0,3155.0
1011.82,889,Resale,Condominium,East Region,2,88,0,2322.0
548.96,1659,New Sale,Apartment,Central Region,18,96,0,348.0
1184.04,1690,New Sale,Apartment,Central Region,4,95,0,725.0
635.08,1466,New Sale,Apartment,North East Region,4,96,0,1300.0
635.08,1538,New Sale,Apartment,North East Region,11,96,0,979.0
1033.34,1395,New Sale,Condominium,East Region,10,96,0,1401.0
1119.46,1632,New Sale,Apartment,Central Region,4,96,0,353.0
538.2,1902,New Sale,Apartment,Central Region,13,95,0,297.0
505.91,1533,New Sale,Apartment,West Region,18,96,0,2788.0
592.02,1421,New Sale,Condominium,East Region,2,96,0,1475.0
1173.28,938,Resale,Condominium,East Region,27,60,0,2926.0
764.24,1470,New Sale,Apartment,West Region,23,96,0,2788.0
1054.87,1385,New Sale,Apartment,West Region,24,97,0,1448.0
936.47,1580,New Sale,Apartment,North East Region,14,96,0,1319.0
3424.03,1913,Resale,Semi-Detached House,Central Region,0,0,1,625.0
473.62,1622,New Sale,Apartment,North East Region,12,96,0,2098.0
462.85,2692,New Sale,Condominium,Central Region,19,0,1,2091.0
4313.13,2434,Resale,Detached House,Central Region,0,0,1,2685.0
1184.04,1789,Resale,Apartment,Central Region,5,0,1,1561.0
3477.85,1466,Resale,Semi-Detached House,Central Region,0,0,1,501.0
1065.64,1830,Resale,Condominium,Central Region,15,83,0,443.0
688.9,1574,New Sale,Apartment,West Region,4,97,0,1407.0
764.24,2695,New Sale,Condominium,Central Region,14,94,0,1098.0
764.24,2599,New Sale,Condominium,Central Region,10,94,0,1148.0
6695.21,1509,Resale,Condominium,Central Region,25,0,1,1184.0
1388.56,1282,Resale,Condominium,Central Region,13,88,0,2989.0
1151.75,1123,New Sale,Executive Condominium,North Region,9,96,0,577.0
1001.05,1153,New Sale,Executive Condominium,North Region,2,96,0,549.0
462.85,2636,New Sale,Apartment,Central Region,3,0,1,249.0
764.24,1748,New Sale,Condominium,Central Region,16,96,0,541.0
1883.7,828,Resale,Executive Condominium,West Region,1,89,0,421.0
527.44,1670,New Sale,Condominium,Central Region,2,96,0,576.0
