Area (SQFT),Unit Price ($ PSF),Type of Sale,Property Type,Planning Region,Floor,Remaining Tenure,Is Freehold,walk_distance
1646.89,1579,Resale,Condominium,Central Region,1,0,1,886.0
495.14,1363,Resale,Apartment,East Region,4,0,1,2300.0
688.9,2275,Resale,Condominium,Central Region,8,0,1,2503.0
850.36,1924,New Sale,Condominium,Central Region,37,95,0,389.0
1377.79,1778,Resale,Apartment,Central Region,10,88,0,297.0
936.47,1046,Resale,Apartment,Central Region,5,0,1,1189.0
753.48,1593,New Sale,Condominium,North East Region,12,96,0,540.0
722.26,2323,Resale,Terrace House,Central Region,0,0,1,935.0
968.76,1858,Resale,Condominium,Central Region,9,87,0,2319.0
1539.25,890,Resale,Condominium,East Region,1,75,0,2185.0
1248.62,1470,New Sale,Condominium,Central Region,9,95,0,841.0
807.3,997,Resale,Condominium,East Region,3,91,0,2682.0
462.85,1279,Resale,Apartment,North East Region,3,0,1,973.0
785.77,1005,Resale,Condominium,North East Region,12,90,0,1378.0
1614.6,557,Resale,Terrace House,West Region,0,74,0,2133.0
1076.4,767,New Sale,Executive Condominium,North Region,2,94,0,1861.0
1227.1,884,Resale,Condominium,West Region,9,76,0,803.0
893.41,1473,New Sale,Condominium,East Region,1,96,0,473.0
2174.33,1357,Resale,Condominium,Central Region,1,0,1,1760.0
1571.54,1820,Resale,Condominium,Central Region,4,92,0,1214.0
1065.64,852,Resale,Condominium,West Region,14,81,0,320.0
441.32,2128,Resale,Apartment,Central Region,3,0,1,406.0
1076.4,751,New Sale,Executive Condominium,North Region,2,94,0,1860.0
1205.57,1053,Resale,Condominium,Central Region,8,77,0,2867.0
1119.46,1114,Resale,Condominium,West Region,7,0,1,1002.0
1517.72,1667,Resale,Condominium,Central Region,3,0,1,2116.0
1076.4,757,New Sale,Executive Condominium,North Region,4,94,0,1860.0
1442.38,936,Resale,Condominium,East Region,1,0,1,215.0
947.23,850,Resale,Apartment,Central Region,2,0,1,1115.0
1323.97,1473,Sub Sale,Condominium,North East Region,16,93,0,1770.0
376.74,2017,Resale,Apartment,Central Region,3,0,1,1396.0
5102.14,760,New Sale,Terrace House,Central Region,0,0,1,1319.0
1162.51,1118,Resale,Apartment,North East Region,5,0,1,608.0
1323.97,695,Resale,Executive Condominium,North East Region,15,77,0,1313.0
893.41,1086,Resale,Condominium,Central Region,1,79,0,851.0
2852.46,1276,Resale,Terrace House,Central Region,0,0,1,2950.0
1108.69,861,Resale,Apartment,North East Region,11,80,0,359.0
1097.93,752,New Sale,Executive Condominium,North Region,2,94,0,1832.0
1614.6,2539,New Sale,Terrace House,Central Region,0,0,1,1351.0
990.29,1440,New Sale,Apartment,West Region,14,96,0,1185.0
958.0,1000,Resale,Condominium,West Region,5,73,0,924.0
3186.14,1500,Resale,Condominium,Central Region,21,0,1,2049.0
484.38,2064,Resale,Apartment,Central Region,6,89,0,135.0
1517.72,1380,Resale,Condominium,Central Region,3,91,0,641.0
947.23,909,Resale,Condominium,East Region,9,77,0,681.0
1108.69,1064,Resale,Condominium,West Region,6,82,0,966.0
785.77,976,Resale,Condominium,East Region,5,91,0,1742.0
1097.93,795,New Sale,Executive Condominium,North Region,3,94,0,1920.0
1237.86,693,Resale,Apartment,North East Region,6,75,0,1306.0
936.47,1228,New Sale,Condominium,East Region,12,95,0,1882.0
1313.21,628,Resale,Executive Condominium,North Region,7,77,0,666.0
3150.62,1650,Resale,Semi-Detached House,North East Region,0,0,1,1188.0
441.32,1360,Resale,Apartment,Central Region,5,0,1,362.0
1097.93,779,New Sale,Executive Condominium,North Region,10,94,0,1829.0
710.42,1133,Sub Sale,Condominium,North East Region,4,93,0,822.0
1248.62,753,Resale,Condominium,North East Region,3,81,0,1591.0
947.23,1615,Resale,Condominium,Central Region,3,0,1,1219.0
861.12,970,Resale,Condominium,East Region,12,80,0,1067.0
1757.76,1183,Resale,Terrace House,North East Region,0,0,1,1011.0
1119.46,821,New Sale,Executive Condominium,North Region,5,95,0,1569.0
3659.76,1443,Resale,Semi-Detached House,Central Region,0,0,1,2861.0
1087.16,870,Resale,Condominium,East Region,2,90,0,2240.0
1399.32,943,Resale,Condominium,East Region,3,81,0,395.0
1453.14,1383,Resale,Apartment,Central Region,2,0,1,1093.0
925.7,1005,Resale,Condominium,East Region,8,90,0,1607.0
387.5,2039,Resale,Apartment,Central Region,4,0,1,1170.0
355.21,2773,Resale,Apartment,Central Region,31,0,1,798.0
1668.42,922,Resale,Apartment,North East Region,3,0,1,937.0
904.18,1178,Resale,Condominium,North East Region,9,84,0,474.0
1388.56,958,Resale,Apartment,Central Region,2,0,1,718.0
764.24,1285,New Sale,Condominium,North Region,7,96,0,2603.0
1194.8,693,Resale,Condominium,North Region,3,78,0,1788.0
613.55,3677,New Sale,Apartment,Central Region,48,91,0,263.0
2174.33,1587,Resale,Condominium,Central Region,4,81,0,430.0
462.85,1512,Resale,Apartment,North East Region,7,91,0,792.0
1313.21,1295,Resale,Condominium,Central Region,15,88,0,489.0
1184.04,819,Resale,Condominium,East Region,1,90,0,1540.0
1270.15,882,Resale,Apartment,East Region,6,56,0,2379.0
979.52,1817,Resale,Condominium,Central Region,8,0,1,1115.0
452.09,1615,Resale,Apartment,Central Region,6,0,1,411.0
990.29,1491,New Sale,Apartment,West Region,33,96,0,1185.0
1054.87,1147,Resale,Condominium,North East Region,9,91,0,541.0
570.49,1621,Resale,Apartment,Central Region,5,85,0,569.0
1291.68,813,Resale,Condominium,East Region,7,0,1,1770.0
2389.61,1025,Resale,Condominium,Central Region,38,78,0,498.0
452.09,1420,Resale,Apartment,East Region,4,0,1,1059.0
914.94,1016,Resale,Condominium,North East Region,13,91,0,1400.0
1280.92,1889,Resale,Apartment,Central Region,5,0,1,1879.0
968.76,1257,Resale,Condominium,East Region,4,0,1,1990.0
1237.86,2020,Resale,Apartment,Central Region,10,0,1,485.0
904.18,923,Resale,Condominium,East Region,8,88,0,988.0
1614.6,1516,Resale,Terrace House,North East Region,0,0,1,4228.0
958.0,1545,Resale,Apartment,Central Region,26,86,0,480.0
570.49,785,New Sale,Executive Condominium,West Region,9,94,0,492.0
1130.22,1018,Resale,Condominium,North East Region,9,90,0,1350.0
19707.81,1040,Resale,Detached House,Central Region,0,0,1,1002.0
958.0,2328,Resale,Apartment,Central Region,70,88,0,476.0
1119.46,849,Resale,Condominium,West Region,9,88,0,626.0
581.26,1892,Resale,Apartment,Central Region,13,82,0,415.0
936.47,1036,Resale,Apartment,Central Region,8,0,1,405.0
1367.03,988,Resale,Apartment,Central Region,8,0,1,1299.0
1022.58,773,Resale,Executive Condominium,North East Region,11,90,0,449.0
1173.28,638,Resale,Condominium,West Region,8,77,0,584.0
419.8,1996,Resale,Condominium,Central Region,2,0,1,429.0
2143.11,1148,Resale,Terrace House,North East Region,0,0,1,1998.0
1356.26,843,Resale,Apartment,Central Region,2,80,0,477.0
527.44,1748,New Sale,Apartment,Central Region,7,0,1,1485.0
1097.93,775,New Sale,Executive Condominium,North Region,2,94,0,1867.0
839.59,1286,Resale,Apartment,West Region,9,91,0,491.0
1388.56,706,Resale,Executive Condominium,North East Region,10,77,0,1400.0
1151.75,1042,Resale,Apartment,Central Region,2,0,1,390.0
516.67,1452,Resale,Apartment,Central Region,3,0,1,818.0
1151.75,912,Resale,Condominium,North Region,5,90,0,1071.0
559.73,1858,Resale,Condominium,Central Region,10,0,1,2194.0
893.41,1091,Resale,Condominium,North East Region,10,91,0,1331.0
1453.14,1480,New Sale,Condominium,East Region,13,96,0,542.0
516.67,1293,Resale,Condominium,East Region,5,90,0,1131.0
1356.26,737,Resale,Apartment,Central Region,4,0,1,755.0
1205.57,1431,Resale,Apartment,East Region,5,0,1,1971.0
753.48,1115,Sub Sale,Condominium,North East Region,1,93,0,917.0
1291.68,697,Resale,Executive Condominium,North East Region,12,77,0,1400.0
1216.33,1126,Resale,Condominium,North East Region,13,87,0,1148.0
1334.74,935,Resale,Apartment,Central Region,2,0,1,1398.0
1173.28,872,Resale,Condominium,East Region,8,0,1,1852.0
2230.3,1448,Resale,Semi-Detached House,Central Region,0,73,0,704.0
1517.72,2341,New Sale,Apartment,Central Region,6,91,0,167.0
1313.21,2086,Resale,Condominium,Central Region,16,0,1,1684.0
721.19,1914,New Sale,Apartment,Central Region,3,0,1,386.0
1291.68,732,Resale,Executive Condominium,West Region,9,83,0,606.0
1966.58,1536,Resale,Terrace House,North Region,0,0,1,2749.0
473.62,1748,Resale,Apartment,Central Region,2,0,1,1396.0
409.03,1528,Resale,Apartment,Central Region,6,0,1,818.0
1162.51,1022,Resale,Apartment,Central Region,1,0,1,1393.0
828.83,1032,Resale,Apartment,Central Region,3,0,1,1735.0
1626.44,1568,Resale,Terrace House,North East Region,0,0,1,862.0
2217.38,1429,Resale,Condominium,Central Region,4,74,0,5476.0
1786.82,1231,Resale,Condominium,Central Region,11,81,0,3301.0
1216.33,987,Resale,Condominium,Central Region,15,77,0,490.0
1248.62,931,Resale,Condominium,West Region,5,81,0,781.0
430.56,1394,Resale,Apartment,East Region,2,0,1,1890.0
1065.64,1783,Resale,Condominium,Central Region,7,0,1,1101.0
1582.31,1351,Resale,Condominium,Central Region,2,0,1,1482.0
1216.33,818,Resale,Apartment,Central Region,1,75,0,598.0
990.29,1383,Resale,Condominium,Central Region,2,0,1,776.0
1216.33,1743,Resale,Condominium,Central Region,9,85,0,3552.0
990.29,1111,Resale,Condominium,West Region,2,0,1,709.0
764.24,1636,Resale,Apartment,Central Region,5,0,1,342.0
5080.61,655,Resale,Terrace House,North East Region,0,0,1,933.0
441.32,1280,Resale,Condominium,North East Region,2,91,0,962.0
1227.1,693,Resale,Executive Condominium,North East Region,4,77,0,1275.0
1205.57,1642,New Sale,Apartment,East Region,6,96,0,2397.0
1980.58,682,Resale,Condominium,North East Region,4,77,0,945.0
1603.84,717,Resale,Condominium,North Region,5,90,0,799.0
1173.28,957,New Sale,Executive Condominium,North Region,12,94,0,1905.0
667.37,1627,New Sale,Condominium,East Region,11,96,0,529.0
1022.58,1616,New Sale,Apartment,East Region,8,96,0,2524.0
559.73,1779,New Sale,Apartment,East Region,4,96,0,2524.0
1323.97,1402,New Sale,Condominium,Central Region,18,94,0,596.0
1054.87,1541,New Sale,Apartment,East Region,3,0,1,1521.0
667.37,1735,New Sale,Condominium,East Region,11,96,0,473.0
1184.04,834,New Sale,Executive Condominium,North Region,3,94,0,1867.0
1302.44,1435,New Sale,Apartment,East Region,3,0,1,1541.0
3584.41,865,New Sale,Terrace House,North East Region,0,0,1,2487.0
624.31,1688,New Sale,Condominium,East Region,1,96,0,490.0
893.41,1652,New Sale,Apartment,East Region,5,0,1,1139.0
947.23,1536,New Sale,Condominium,North East Region,5,96,0,540.0
1001.05,1749,New Sale,Condominium,Central Region,32,95,0,389.0
936.47,1197,New Sale,Condominium,East Region,7,95,0,1882.0
1022.58,1564,New Sale,Apartment,East Region,5,96,0,2524.0
3961.15,929,New Sale,Semi-Detached House,North East Region,0,0,1,3306.0
721.19,1914,New Sale,Apartment,Central Region,3,0,1,386.0
979.52,1680,New Sale,Condominium,Central Region,38,95,0,787.0
1087.16,1726,New Sale,Apartment,East Region,12,96,0,2524.0
3584.41,858,New Sale,Terrace House,North East Region,0,0,1,2504.0
1248.62,1613,New Sale,Condominium,Central Region,34,95,0,841.0
807.3,1499,Resale,Apartment,North East Region,8,91,0,790.0
958.0,770,Resale,Condominium,West Region,13,76,0,429.0
688.9,1463,New Sale,Apartment,North East Region,9,94,0,1223.0
1646.89,1389,Resale,Terrace House,North East Region,0,0,1,722.0
1345.5,667,Resale,Condominium,West Region,4,76,0,796.0
1216.33,1569,Resale,Condominium,Central Region,24,90,0,811.0
721.19,1706,Resale,Apartment,Central Region,3,0,1,1092.0
1001.05,1718,Resale,Condominium,Central Region,19,0,1,2049.0
871.88,1113,Resale,Apartment,Central Region,3,0,1,1476.0
1184.04,961,Resale,Condominium,East Region,12,90,0,1543.0
484.38,1321,Resale,Condominium,East Region,3,90,0,1090.0
2343.32,1195,Resale,Terrace House,North East Region,0,0,1,1388.0
861.12,1987,Resale,Apartment,Central Region,24,88,0,297.0
1205.57,747,Resale,Condominium,East Region,2,73,0,1583.0
3024.68,694,Resale,Condominium,West Region,10,74,0,921.0
1119.46,1117,Resale,Condominium,East Region,13,92,0,1621.0
1022.58,782,Resale,Condominium,West Region,19,75,0,1131.0
742.72,929,Resale,Condominium,North Region,1,91,0,1872.0
7502.51,880,Resale,Condominium,Central Region,10,59,0,2277.0
731.95,1161,Resale,Apartment,East Region,4,0,1,1476.0
1259.39,969,Resale,Apartment,Central Region,5,75,0,621.0
3207.67,1065,New Sale,Apartment,West Region,22,93,0,222.0
688.9,1436,New Sale,Apartment,North East Region,4,94,0,1425.0
1948.28,1092,Resale,Apartment,North East Region,5,0,1,716.0
1054.87,1043,Resale,Apartment,North East Region,3,0,1,1271.0
1765.3,532,Resale,Executive Condominium,West Region,1,77,0,2434.0
839.59,1919,New Sale,Condominium,Central Region,36,95,0,349.0
430.56,1335,Resale,Apartment,Central Region,5,0,1,946.0
1173.28,984,Resale,Condominium,East Region,5,90,0,1130.0
893.41,1310,New Sale,Apartment,North East Region,8,94,0,1530.0
850.36,1388,Resale,Apartment,North East Region,9,90,0,229.0
2472.49,1347,Resale,Semi-Detached House,East Region,0,0,1,1451.0
1420.85,1021,Resale,Condominium,Central Region,3,0,1,731.0
1033.34,905,Resale,Apartment,Central Region,3,0,1,809.0
1140.98,2424,New Sale,Apartment,Central Region,21,91,0,167.0
2884.75,3605,Resale,Condominium,Central Region,17,0,1,1116.0
1313.21,2117,Resale,Condominium,Central Region,29,0,1,892.0
1313.21,2361,Resale,Condominium,Central Region,19,0,1,974.0
1140.98,2448,Resale,Apartment,Central Region,16,0,1,721.0
1270.15,1031,Resale,Condominium,East Region,4,0,1,503.0
882.65,1031,Resale,Condominium,North East Region,13,90,0,315.0
505.91,1318,New Sale,Condominium,North East Region,12,96,0,1047.0
1140.98,1028,Resale,Condominium,Central Region,2,76,0,852.0
1323.97,1299,Resale,Apartment,East Region,5,0,1,1985.0
3283.02,835,New Sale,Terrace House,North East Region,0,0,1,1502.0
2314.26,1123,Resale,Apartment,Central Region,19,0,1,672.0
592.02,1943,Resale,Apartment,Central Region,15,87,0,628.0
1151.75,1318,Resale,Apartment,North East Region,1,0,1,729.0
1786.82,1573,Resale,Condominium,Central Region,5,0,1,404.0
548.96,1745,Resale,Apartment,Central Region,2,0,1,1316.0
839.59,1396,New Sale,Apartment,Central Region,3,0,1,533.0
1011.82,1482,Resale,Condominium,Central Region,4,86,0,1177.0
1065.64,793,Resale,Condominium,North East Region,3,75,0,1282.0
807.3,917,Resale,Condominium,East Region,2,91,0,2682.0
1227.1,789,Resale,Executive Condominium,North East Region,11,90,0,261.0
1539.25,1137,Resale,Apartment,East Region,11,86,0,541.0
1216.33,888,Resale,Condominium,Central Region,10,77,0,490.0
1345.5,1252,New Sale,Condominium,West Region,12,92,0,1031.0
1733.0,733,Resale,Condominium,East Region,4,75,0,1013.0
1603.84,1122,Resale,Condominium,Central Region,3,87,0,1464.0
925.7,1608,Resale,Apartment,Central Region,9,0,1,1280.0
1076.4,929,Resale,Condominium,North East Region,6,92,0,854.0
462.85,1340,Resale,Condominium,Central Region,4,88,0,544.0
2217.38,1578,Resale,Condominium,Central Region,14,0,1,2103.0
592.02,2010,Resale,Apartment,Central Region,37,87,0,628.0
3379.9,947,Resale,Semi-Detached House,North East Region,0,0,1,909.0
1302.44,714,Resale,Condominium,North East Region,3,77,0,1012.0
1130.22,1106,Resale,Apartment,Central Region,5,77,0,439.0
753.48,2123,Resale,Apartment,Central Region,4,87,0,366.0
1022.58,1125,Resale,Apartment,Central Region,3,0,1,1232.0
882.65,961,Resale,Condominium,North East Region,2,89,0,1483.0
473.62,1267,Resale,Apartment,Central Region,6,0,1,810.0
678.13,1843,Resale,Apartment,Central Region,23,82,0,389.0
1453.14,688,Resale,Condominium,North Region,1,0,1,1857.0
1829.88,1557,Resale,Condominium,Central Region,23,90,0,797.0
1334.74,884,Resale,Apartment,Central Region,0,0,1,526.0
1097.93,775,New Sale,Executive Condominium,North Region,7,94,0,1832.0
2543.53,850,Resale,Semi-Detached House,North East Region,0,74,0,1479.0
1270.15,1608,Resale,Condominium,Central Region,4,0,1,1670.0
3314.24,1373,Resale,Semi-Detached House,East Region,0,0,1,1725.0
667.37,1716,New Sale,Condominium,East Region,10,96,0,473.0
871.88,1663,Resale,Condominium,Central Region,24,0,1,1038.0
979.52,1654,New Sale,Condominium,Central Region,36,95,0,787.0
979.52,1409,Resale,Condominium,Central Region,13,91,0,555.0
1162.51,800,Resale,Apartment,Central Region,7,0,1,774.0
1765.3,2440,New Sale,Apartment,Central Region,42,91,0,1232.0
624.31,2002,Resale,Apartment,Central Region,31,87,0,628.0
1453.14,815,Resale,Condominium,East Region,2,80,0,1454.0
1399.32,1272,Resale,Condominium,Central Region,26,86,0,517.0
1345.5,1283,New Sale,Condominium,West Region,22,92,0,956.0
990.29,1161,Resale,Condominium,North East Region,9,92,0,497.0
1345.5,1248,New Sale,Condominium,West Region,14,92,0,956.0
1313.21,838,Resale,Executive Condominium,West Region,5,80,0,1116.0
2012.87,3254,Resale,Condominium,Central Region,8,0,1,1648.0
2411.14,1194,Resale,Condominium,Central Region,4,0,1,1090.0
1750.23,868,Resale,Terrace House,East Region,0,73,0,1913.0
1151.75,1318,Resale,Apartment,North East Region,1,0,1,729.0
559.73,1358,Resale,Apartment,West Region,9,91,0,491.0
1270.15,1606,Resale,Condominium,Central Region,16,0,1,853.0
1334.74,899,Resale,Condominium,East Region,7,77,0,509.0
1087.16,1334,Resale,Apartment,Central Region,5,0,1,1465.0
3046.21,640,Resale,Terrace House,Central Region,0,76,0,1517.0
4703.87,1159,Resale,Semi-Detached House,Central Region,0,0,1,1463.0
2899.82,1683,Resale,Semi-Detached House,East Region,0,0,1,1757.0
1173.28,714,Resale,Condominium,North Region,9,80,0,1015.0
775.01,1133,Resale,Condominium,North East Region,10,91,0,599.0
1001.05,979,Resale,Apartment,East Region,4,0,1,1476.0
1614.6,1076,Resale,Condominium,East Region,8,92,0,1618.0
1679.18,1024,Resale,Apartment,Central Region,1,0,1,931.0
1313.21,712,Resale,Executive Condominium,North East Region,6,77,0,521.0
1248.62,655,Resale,Executive Condominium,West Region,4,77,0,2293.0
1248.62,1506,New Sale,Condominium,Central Region,19,95,0,841.0
1345.5,728,Resale,Condominium,West Region,7,76,0,793.0
667.37,1056,Resale,Apartment,North East Region,10,80,0,359.0
688.9,1424,New Sale,Apartment,North East Region,2,94,0,1332.0
570.49,1982,New Sale,Apartment,Central Region,4,0,1,194.0
1506.96,1852,Resale,Condominium,Central Region,18,0,1,1480.0
1248.62,1468,New Sale,Condominium,Central Region,11,95,0,841.0
871.88,1264,New Sale,Condominium,North East Region,6,96,0,1047.0
1345.5,719,Resale,Condominium,West Region,13,76,0,429.0
505.91,1382,New Sale,Condominium,North East Region,19,96,0,1047.0
1237.86,792,Resale,Condominium,East Region,5,76,0,1574.0
796.54,1632,Resale,Condominium,Central Region,3,0,1,1379.0
2314.26,1296,Resale,Terrace House,West Region,0,0,1,1052.0
688.9,1391,New Sale,Apartment,North East Region,3,94,0,1509.0
1345.5,1197,Resale,Condominium,Central Region,4,79,0,822.0
861.12,962,Resale,Condominium,East Region,11,80,0,1067.0
1054.87,993,Resale,Apartment,North East Region,2,0,1,836.0
1119.46,873,New Sale,Executive Condominium,North Region,15,95,0,1526.0
667.37,1722,New Sale,Condominium,East Region,11,96,0,473.0
979.52,898,Resale,Condominium,North Region,6,90,0,1110.0
419.8,1410,Resale,Apartment,East Region,4,0,1,1827.0
882.65,1280,New Sale,Condominium,West Region,1,95,0,1006.0
1560.78,865,Resale,Apartment,East Region,5,0,1,1408.0
1065.64,1051,Resale,Apartment,Central Region,4,0,1,751.0
484.38,1569,Resale,Condominium,West Region,4,90,0,418.0
1076.4,929,Resale,Condominium,West Region,11,71,0,718.0
1097.93,860,New Sale,Executive Condominium,North Region,14,95,0,1512.0
1334.74,875,Resale,Condominium,East Region,10,77,0,509.0
1840.64,1728,Resale,Condominium,Central Region,1,0,1,572.0
1237.86,1777,Resale,Condominium,Central Region,5,0,1,1537.0
828.83,1367,Resale,Apartment,Central Region,17,87,0,266.0
2884.75,998,Resale,Condominium,Central Region,22,81,0,2606.0
3263.64,904,Resale,Semi-Detached House,North Region,0,0,1,1513.0
2251.83,1115,Resale,Semi-Detached House,North East Region,0,0,1,2695.0
796.54,973,Resale,Condominium,East Region,6,88,0,1066.0
3347.6,1210,Resale,Terrace House,East Region,0,0,1,1307.0
2206.62,1631,Resale,Condominium,Central Region,16,0,1,1389.0
1108.69,846,Resale,Apartment,North East Region,10,80,0,427.0
785.77,1990,New Sale,Apartment,Central Region,30,96,0,619.0
1173.28,690,Resale,Condominium,West Region,2,75,0,1090.0
1227.1,1076,Resale,Condominium,North East Region,9,84,0,495.0
1184.04,1388,Resale,Apartment,North East Region,1,0,1,684.0
785.77,1629,Resale,Apartment,Central Region,27,82,0,415.0
1119.46,836,Resale,Condominium,North Region,4,88,0,1161.0
1388.56,842,Resale,Condominium,Central Region,1,0,1,1070.0
893.41,1030,Resale,Condominium,East Region,11,90,0,1102.0
548.96,1485,Resale,Condominium,East Region,7,92,0,344.0
1065.64,816,Resale,Condominium,North Region,3,88,0,1221.0
1205.57,1062,Resale,Condominium,North East Region,15,91,0,531.0
1280.92,678,Resale,Executive Condominium,West Region,20,77,0,638.0
968.76,1115,Resale,Apartment,North East Region,4,0,1,716.0
1550.02,1840,Resale,Condominium,Central Region,13,0,1,1994.0
1173.28,1091,Resale,Condominium,East Region,25,62,0,3127.0
828.83,1999,New Sale,Apartment,Central Region,33,96,0,619.0
2411.14,1493,Resale,Condominium,Central Region,4,87,0,3222.0
5521.93,905,Resale,Detached House,East Region,0,0,1,760.0
1173.28,750,Resale,Condominium,North Region,13,80,0,1073.0
1733.0,1415,New Sale,Condominium,Central Region,7,94,0,612.0
990.29,1515,Resale,Condominium,Central Region,3,0,1,592.0
1108.69,1155,Resale,Condominium,North East Region,4,90,0,2022.0
1270.15,1172,Resale,Condominium,West Region,4,0,1,637.0
430.56,1463,New Sale,Condominium,North East Region,22,96,0,303.0
1814.81,1146,Resale,Terrace House,North East Region,0,73,0,393.0
968.76,1166,Resale,Apartment,East Region,4,0,1,204.0
1367.03,658,Resale,Apartment,North Region,9,76,0,280.0
818.06,1002,Sub Sale,Condominium,East Region,4,92,0,1509.0
914.94,1528,New Sale,Condominium,North East Region,3,96,0,546.0
1618.91,1019,Resale,Terrace House,East Region,0,76,0,1128.0
5543.46,1317,Resale,Detached House,Central Region,0,0,1,1197.0
1237.86,654,Resale,Executive Condominium,North Region,9,77,0,1105.0
1011.82,1048,Resale,Apartment,Central Region,4,0,1,664.0
753.48,1792,Resale,Condominium,North East Region,11,0,1,692.0
1345.5,1265,New Sale,Condominium,West Region,14,92,0,1031.0
667.37,1708,New Sale,Condominium,East Region,9,96,0,473.0
1528.49,1276,Resale,Condominium,Central Region,17,0,1,1193.0
1714.71,1411,Resale,Terrace House,North Region,0,0,1,3012.0
2561.83,734,Resale,Terrace House,North East Region,0,0,1,1111.0
1227.1,1279,Resale,Condominium,Central Region,7,78,0,3738.0
1711.48,811,New Sale,Executive Condominium,North East Region,1,94,0,272.0
1216.33,1563,Resale,Condominium,Central Region,2,85,0,3552.0
1593.07,1255,Resale,Apartment,Central Region,10,85,0,558.0
4365.88,985,Resale,Semi-Detached House,North East Region,0,0,1,1495.0
495.14,1181,Sub Sale,Condominium,North East Region,3,93,0,917.0
3024.68,638,Resale,Terrace House,East Region,0,75,0,1015.0
1259.39,786,Resale,Condominium,East Region,8,80,0,985.0
914.94,1312,Resale,Apartment,Central Region,2,0,1,1864.0
1140.98,710,Resale,Executive Condominium,North Region,5,84,0,925.0
1130.22,752,Resale,Apartment,West Region,7,74,0,1986.0
1097.93,751,New Sale,Executive Condominium,North Region,8,94,0,1890.0
1844.95,1355,Resale,Terrace House,East Region,0,0,1,1862.0
1420.85,915,Resale,Condominium,North East Region,1,92,0,673.0
699.66,1472,Resale,Condominium,Central Region,10,91,0,576.0
1237.86,1551,Resale,Condominium,Central Region,27,77,0,633.0
1603.84,1091,Resale,Apartment,Central Region,39,50,0,238.0
1237.86,1317,Resale,Apartment,Central Region,8,0,1,1032.0
1280.92,1405,Resale,Apartment,Central Region,5,0,1,777.0
1550.02,1548,Resale,Apartment,Central Region,7,0,1,1112.0
1076.4,827,Resale,Condominium,West Region,2,75,0,904.0
1011.82,789,Resale,Condominium,North East Region,2,77,0,928.0
1194.8,896,Resale,Condominium,East Region,3,75,0,2942.0
1108.69,848,Resale,Condominium,West Region,6,75,0,2615.0
1496.2,640,Resale,Apartment,Central Region,6,0,1,1008.0
2378.84,3335,Resale,Condominium,Central Region,7,0,1,1187.0
968.76,2297,Resale,Apartment,Central Region,4,0,1,970.0
979.52,1358,Resale,Condominium,North East Region,3,92,0,561.0
1248.62,1001,Resale,Condominium,West Region,4,89,0,1197.0
914.94,1011,Resale,Condominium,North East Region,2,91,0,531.0
473.62,2460,New Sale,Apartment,Central Region,1,0,1,1561.0
1194.8,1105,Resale,Condominium,North East Region,16,90,0,301.0
893.41,1274,Resale,Condominium,North East Region,8,87,0,231.0
925.7,1021,Resale,Condominium,East Region,3,0,1,378.0
5306.65,584,Resale,Semi-Detached House,Central Region,0,0,1,1480.0
1054.87,1498,Resale,Condominium,Central Region,9,75,0,948.0
731.95,1287,Resale,Condominium,North East Region,12,92,0,287.0
1517.72,1594,Resale,Condominium,Central Region,4,0,1,1751.0
1388.56,663,Resale,Executive Condominium,East Region,6,77,0,1724.0
1474.67,1312,Resale,Condominium,Central Region,27,88,0,612.0
1248.62,1386,Resale,Apartment,Central Region,16,0,1,924.0
1184.04,1225,Resale,Condominium,North East Region,3,0,1,1296.0
484.38,1342,Resale,Apartment,Central Region,4,0,1,821.0
893.41,1769,Resale,Condominium,Central Region,10,0,1,472.0
861.12,1900,New Sale,Condominium,Central Region,36,95,0,349.0
1453.14,901,Resale,Condominium,East Region,7,80,0,1459.0
1065.64,751,Resale,Apartment,North East Region,8,75,0,1258.0
473.62,2469,New Sale,Apartment,Central Region,1,0,1,1561.0
990.29,1515,Resale,Condominium,Central Region,3,0,1,928.0
1270.15,646,Resale,Executive Condominium,North Region,10,80,0,2275.0
927.86,1691,Resale,Terrace House,Central Region,0,0,1,957.0
1184.04,953,Resale,Condominium,West Region,9,0,1,2693.0
441.32,1201,Resale,Condominium,North Region,3,91,0,1140.0
9093.43,1155,Resale,Detached House,East Region,0,0,1,1479.0
1959.05,888,Resale,Apartment,Central Region,7,0,1,1127.0
936.47,975,Resale,Condominium,North East Region,15,91,0,553.0
1280.92,1116,Resale,Apartment,Central Region,6,0,1,1167.0
4693.1,469,Resale,Detached House,East Region,1,0,1,2288.0
904.18,1745,Resale,Condominium,Central Region,3,0,1,557.0
1937.52,1022,Resale,Condominium,East Region,12,0,1,2469.0
5984.78,1078,Resale,Semi-Detached House,Central Region,0,0,1,2615.0
2604.89,1574,Resale,Condominium,Central Region,2,0,1,1360.0
505.91,1117,Resale,Condominium,North Region,1,91,0,1258.0
1302.44,1689,Resale,Condominium,Central Region,10,0,1,1457.0
2411.14,1182,Resale,Condominium,Central Region,4,0,1,1090.0
2174.33,1690,Resale,Condominium,Central Region,20,0,1,1423.0
947.23,787,Resale,Condominium,East Region,5,0,1,2451.0
936.47,1282,New Sale,Condominium,East Region,12,95,0,1894.0
2152.8,2052,Resale,Apartment,Central Region,24,88,0,450.0
1323.97,944,Resale,Condominium,North East Region,4,0,1,3616.0
